date,client,platform,campaign,impressions,clicks,cost,conversions,ctr,cpc,cpa,month,extracted_client,campaign_category,date_clean
2025-07-05,ClientI,Google Ads,ClientI-Search-Brand,4065.0,152,681.81,2,3.74,4.49,340.9,7,ClientI,Search,2025-07-05
2025-05-09,ClientK,Facebook Ads,ClientK-Messenger,18595.0,512,1311.12,24,2.75,2.56,54.63,5,ClientK,Other,2025-05-09
2025-07-05,ClientD,Facebook Ads,ClientD-FB-Video,6147.0,375,1661.14,6,6.1,4.43,276.86,7,ClientD,Other,2025-07-05
2025-08-24,ClientD,Google Ads,ClientD-Shopping-Products,23454.0,1112,4384.93,44,4.74,3.94,99.66,8,ClientD,Other,2025-08-24
2025-03-27,ClientK,Facebook Ads,ClientK-FB-Prospecting,38406.0,799,3115.15,36,2.08,3.9,86.53,3,ClientK,Other,2025-03-27
2025-10-29,ClientJ,Facebook Ads,ClientJ-FB-Video,33301.0,1151,2212.95,8,3.46,1.92,276.62,10,ClientJ,Other,2025-10-29
2025-05-28,ClientK,Google Ads,ClientK-Display-Prospecting,34435.0,1452,3902.55,20,4.22,2.69,195.13,5,ClientK,Display,2025-05-28
2025-03-13,ClientK,Facebook Ads,ClientK-Messenger,27807.0,1070,1075.32,39,3.85,1.0,27.57,3,ClientK,Other,2025-03-13
2025-07-02,ClientE,Google Ads,ClientE-Display-Prospecting,46079.0,1618,4735.97,16,3.51,2.93,296.0,7,ClientE,Display,2025-07-02
2025-06-20,ClientH,Google Ads,ClientH-Shopping-Products,15105.0,191,260.26,2,1.26,1.36,130.13,6,ClientH,Other,2025-06-20
2025-02-05,ClientI,Facebook Ads,ClientI-FB-Remarketing,18907.0,818,1932.95,4,4.33,2.36,483.24,2,ClientI,Other,2025-02-05
2025-01-10,ClientE,Google Ads,ClientE-YouTube-Awareness,43296.0,925,3282.82,25,2.14,3.55,131.31,1,ClientE,Other,2025-01-10
2025-10-22,ClientH,Google Ads,ClientH-Search-Nonbrand,28091.0,1168,768.93,52,4.16,0.66,14.79,10,ClientH,Search,2025-10-22
2025-09-24,ClientL,Facebook Ads,ClientL-Messenger,48917.0,3869,12914.94,174,7.91,3.34,74.22,9,ClientL,Other,2025-09-24
2025-07-13,ClientI,Google Ads,ClientI-Search-Nonbrand,40109.0,2702,4862.3,28,6.74,1.8,173.65,7,ClientI,Search,2025-07-13
2025-05-30,ClientG,Facebook Ads,ClientG-IG-Stories,37323.0,1870,1917.53,13,5.01,1.03,147.5,5,ClientG,Other,2025-05-30
2025-03-14,ClientD,Facebook Ads,ClientD-FB-Prospecting,18023.0,870,1085.32,22,4.83,1.25,49.33,3,ClientD,Other,2025-03-14
2025-02-19,ClientC,Google Ads,ClientC-Shopping-Products,44267.0,2820,7421.56,13,6.37,2.63,570.89,2,ClientC,Other,2025-02-19
2025-10-31,ClientH,Facebook Ads,ClientH-FB-Prospecting,41856.0,493,495.85,20,1.18,1.01,24.79,10,ClientH,Other,2025-10-31
2025-08-04,ClientI,Google Ads,ClientI-Display-Prospecting,28570.0,974,3763.22,48,3.41,3.86,78.4,8,ClientI,Display,2025-08-04
2025-11-25,ClientG,Google Ads,ClientG-Search-Brand,62226.0,597,2061.07,10,1.54,2.16,128.82,11,ClientG,Search,2025-11-25
2024-12-18,ClientC,Facebook Ads,ClientC-FB-Remarketing,27702.0,846,4974.98,26,4.89,3.68,119.59,12,ClientC,Other,2024-12-18
2025-06-11,ClientG,Google Ads,ClientG-Shopping-Products,31043.0,446,1547.18,13,1.44,3.47,119.01,6,ClientG,Other,2025-06-11
2025-05-24,ClientG,Google Ads,ClientG-Shopping-Products,36840.0,2025,9852.63,51,5.5,4.87,193.19,5,ClientG,Other,2025-05-24
2024-12-04,ClientJ,Facebook Ads,ClientJ-Messenger,72504.0,695,3223.79,0,1.53,2.9,0.0,12,ClientJ,Other,2024-12-04
2025-02-05,ClientA,Facebook Ads,ClientA-FB-Prospecting,45504.0,3393,12334.89,53,7.46,3.64,232.73,2,ClientA,Other,2025-02-05
2025-04-03,ClientJ,Google Ads,ClientJ-YouTube-Awareness,17451.0,442,843.67,5,2.53,1.91,168.73,4,ClientJ,Other,2025-04-03
2025-05-06,ClientF,Facebook Ads,ClientF-FB-Prospecting,29931.0,1163,1875.5,25,3.89,1.61,75.02,5,ClientF,Other,2025-05-06
2025-08-02,ClientE,Google Ads,ClientE-YouTube-Awareness,28016.0,1389,5399.01,18,4.96,3.89,299.94,8,ClientE,Other,2025-08-02
2025-06-18,ClientH,Google Ads,ClientH-Shopping-Products,14404.0,1125,2117.35,17,7.81,1.88,124.55,6,ClientH,Other,2025-06-18
2025-04-24,ClientF,Google Ads,ClientF-Shopping-Products,45464.0,2523,10501.19,10,5.55,4.16,1050.12,4,ClientF,Other,2025-04-24
2025-04-19,ClientL,Google Ads,ClientL-Shopping-Products,36501.0,1590,896.01,18,4.36,0.56,49.78,4,ClientL,Other,2025-04-19
2025-06-14,ClientA,Facebook Ads,ClientA-IG-Stories,27554.0,292,1116.92,6,1.06,3.83,186.15,6,ClientA,Other,2025-06-14
2025-04-30,ClientB,Google Ads,ClientB-Display-Prospecting,19402.0,1373,6436.43,63,7.08,4.69,102.17,4,ClientB,Display,2025-04-30
2025-04-18,ClientG,Facebook Ads,ClientG-FB-Remarketing,7448.0,482,736.54,3,6.47,1.53,245.51,4,ClientG,Other,2025-04-18
2025-10-06,ClientI,Google Ads,ClientI-Display-Prospecting,26516.0,683,1508.28,29,2.58,2.21,52.01,10,ClientI,Display,2025-10-06
2025-05-11,ClientL,Facebook Ads,ClientL-FB-Prospecting,47729.0,2555,1896.43,26,5.35,0.74,72.94,5,ClientL,Other,2025-05-11
2025-10-07,ClientB,Facebook Ads,ClientB-FB-Remarketing,31969.0,2101,3260.67,99,6.57,1.55,32.94,10,ClientB,Other,2025-10-07
2024-12-18,ClientG,Facebook Ads,ClientG-FB-Video,9146.0,209,1125.36,2,3.66,3.37,351.68,12,ClientG,Other,2024-12-18
2025-02-17,ClientH,Google Ads,ClientH-Display-Prospecting,7176.0,141,306.91,6,1.96,2.18,51.15,2,ClientH,Display,2025-02-17
2025-02-04,ClientJ,Facebook Ads,ClientJ-IG-Stories,23490.0,264,709.75,4,1.12,2.69,177.44,2,ClientJ,Other,2025-02-04
2025-04-07,ClientD,Facebook Ads,ClientD-FB-Prospecting,47103.0,1581,6644.97,70,3.36,4.2,94.93,4,ClientD,Other,2025-04-07
2025-02-22,ClientE,Facebook Ads,ClientE-FB-Video,35670.0,393,1092.38,3,1.1,2.78,364.13,2,ClientE,Other,2025-02-22
2025-07-03,ClientG,Google Ads,ClientG-Search-Brand,44135.0,2313,10212.66,84,5.24,4.42,121.58,7,ClientG,Search,2025-07-03
2025-09-28,ClientJ,Facebook Ads,ClientJ-FB-Prospecting,31164.0,1101,5070.8,22,3.53,4.61,230.49,9,ClientJ,Other,2025-09-28
2025-11-07,ClientJ,Google Ads,ClientJ-Shopping-Products,48493.0,1429,4883.01,51,4.71,2.14,59.84,11,ClientJ,Other,2025-11-07
2025-11-03,ClientL,Google Ads,ClientL-Search-Nonbrand,71576.0,731,4512.34,14,1.63,3.86,201.44,11,ClientL,Search,2025-11-03
2025-05-07,ClientE,Facebook Ads,ClientE-FB-Video,28707.0,2262,6437.9,23,7.88,2.85,279.91,5,ClientE,Other,2025-05-07
2025-05-24,ClientH,Facebook Ads,ClientH-FB-Prospecting,45508.0,1240,6142.86,38,2.72,4.95,161.65,5,ClientH,Other,2025-05-24
2025-03-24,ClientF,Facebook Ads,ClientF-FB-Prospecting,48883.0,2683,9167.53,86,5.49,3.42,106.6,3,ClientF,Other,2025-03-24
2025-06-11,ClientH,Google Ads,ClientH-Search-Nonbrand,15529.0,763,3440.29,15,4.91,4.51,229.35,6,ClientH,Search,2025-06-11
2025-10-20,ClientF,Facebook Ads,ClientF-FB-Prospecting,37515.0,815,3924.86,23,2.17,4.82,170.65,10,ClientF,Other,2025-10-20
2025-02-21,ClientG,Google Ads,ClientG-Shopping-Products,32718.0,869,2927.87,41,2.66,3.37,71.41,2,ClientG,Other,2025-02-21
2025-09-12,ClientL,Facebook Ads,ClientL-FB-Video,7597.0,136,225.06,3,1.79,1.65,75.02,9,ClientL,Other,2025-09-12
2025-02-16,ClientL,Google Ads,ClientL-Search-Brand,14814.0,391,1540.81,7,2.64,3.94,220.12,2,ClientL,Search,2025-02-16
2025-04-28,ClientE,Facebook Ads,ClientE-FB-Remarketing,48334.0,1924,6782.22,34,3.98,3.53,199.48,4,ClientE,Other,2025-04-28
2025-01-27,ClientH,Google Ads,ClientH-Display-Prospecting,31292.0,1951,3485.62,36,6.23,1.79,96.82,1,ClientH,Display,2025-01-27
2025-01-27,ClientK,Google Ads,ClientK-YouTube-Awareness,8433.0,320,457.58,1,3.79,1.43,457.58,1,ClientK,Other,2025-01-27
2025-11-16,ClientF,Google Ads,ClientF-Display-Prospecting,19378.0,478,3066.05,9,3.95,4.01,212.92,11,ClientF,Display,2025-11-16
2024-12-25,ClientC,Facebook Ads,ClientC-FB-Prospecting,26174.0,609,3977.25,1,3.72,4.08,2485.78,12,ClientC,Other,2024-12-25
2025-01-09,ClientJ,Facebook Ads,ClientJ-FB-Remarketing,14601.0,402,814.32,17,2.75,2.03,47.9,1,ClientJ,Other,2025-01-09
2025-05-15,ClientD,Facebook Ads,ClientD-FB-Prospecting,48850.0,3343,15916.94,81,6.84,4.76,196.51,5,ClientD,Other,2025-05-15
2025-02-21,ClientL,Facebook Ads,ClientL-FB-Video,42260.0,1897,2689.81,82,4.49,1.42,32.8,2,ClientL,Other,2025-02-21
2025-05-23,ClientF,Facebook Ads,ClientF-FB-Prospecting,24381.0,1534,1209.57,64,6.29,0.79,18.9,5,ClientF,Other,2025-05-23
2024-12-14,ClientF,Google Ads,ClientF-Search-Brand,7984.0,187,1326.91,3,3.75,4.43,276.44,12,ClientF,Search,2024-12-14
2025-03-05,ClientA,Facebook Ads,ClientA-IG-Stories,30513.0,1470,4864.06,24,4.82,3.31,202.67,3,ClientA,Other,2025-03-05
2025-06-13,ClientA,Facebook Ads,ClientA-IG-Stories,21231.0,1021,2088.09,30,4.81,2.05,69.6,6,ClientA,Other,2025-06-13
2025-03-05,ClientJ,Facebook Ads,ClientJ-FB-Prospecting,4389.0,311,1346.65,15,7.09,4.33,89.78,3,ClientJ,Other,2025-03-05
2025-01-31,ClientI,Google Ads,ClientI-Display-Prospecting,1454.0,101,411.19,2,6.95,4.07,205.6,1,ClientI,Display,2025-01-31
2025-10-23,ClientI,Google Ads,ClientI-Display-Prospecting,12647.0,715,3111.22,21,5.65,4.35,148.15,10,ClientI,Display,2025-10-23
2025-11-03,ClientD,Facebook Ads,ClientD-FB-Prospecting,34810.0,1400,9008.24,54,6.44,4.02,104.26,11,ClientD,Other,2025-11-03
2024-12-02,ClientF,Facebook Ads,ClientF-FB-Remarketing,25150.0,516,3349.87,8,3.28,4.06,261.71,12,ClientF,Other,2024-12-02
2024-11-29,ClientD,Facebook Ads,ClientD-FB-Prospecting,69123.0,1457,2437.44,25,3.37,1.05,60.94,11,ClientD,Other,2024-11-29
2024-12-19,ClientF,Google Ads,ClientF-Shopping-Products,54664.0,1972,7861.09,55,5.77,2.49,89.33,12,ClientF,Other,2024-12-19
2025-03-19,ClientG,Facebook Ads,ClientG-IG-Stories,22061.0,966,3445.61,15,4.38,3.57,229.71,3,ClientG,Other,2025-03-19
2025-01-23,ClientJ,Google Ads,ClientJ-YouTube-Awareness,8051.0,358,1652.31,13,4.45,4.62,127.1,1,ClientJ,Other,2025-01-23
2025-02-01,ClientB,Facebook Ads,ClientB-FB-Video,19286.0,787,2884.43,37,4.08,3.67,77.96,2,ClientB,Other,2025-02-01
2025-10-23,ClientK,Google Ads,ClientK-Shopping-Products,14563.0,609,494.62,3,4.18,0.81,164.87,10,ClientK,Other,2025-10-23
2025-03-05,ClientA,Google Ads,ClientA-Search-Nonbrand,24340.0,1891,8653.28,40,7.77,4.58,216.33,3,ClientA,Search,2025-03-05
2025-04-20,ClientC,Google Ads,ClientC-Shopping-Products,14650.0,282,1205.41,8,1.92,4.27,150.68,4,ClientC,Other,2025-04-20
2025-04-01,ClientE,Google Ads,ClientE-Display-Prospecting,30434.0,1222,634.55,51,4.02,0.52,12.44,4,ClientE,Display,2025-04-01
2025-05-13,ClientE,Google Ads,ClientE-Shopping-Products,16427.0,1287,3733.85,43,7.83,2.9,86.83,5,ClientE,Other,2025-05-13
2025-02-21,ClientE,Facebook Ads,ClientE-FB-Video,33490.0,2268,9455.17,26,6.77,4.17,363.66,2,ClientE,Other,2025-02-21
2025-02-11,ClientJ,Google Ads,ClientJ-Search-Brand,49464.0,3688,2370.16,45,7.46,0.64,52.67,2,ClientJ,Search,2025-02-11
2025-11-06,ClientI,Google Ads,ClientI-Shopping-Products,61810.0,958,6937.33,35,2.48,4.53,123.88,11,ClientI,Other,2025-11-06
2025-09-17,ClientE,Google Ads,ClientE-Search-Nonbrand,30965.0,1037,4404.61,22,3.35,4.25,200.21,9,ClientE,Search,2025-09-17
2025-01-25,ClientK,Facebook Ads,ClientK-IG-Stories,14944.0,725,3449.29,14,4.85,4.76,246.38,1,ClientK,Other,2025-01-25
2025-04-14,ClientF,Facebook Ads,ClientF-FB-Remarketing,2932.0,179,292.5,1,6.11,1.63,292.5,4,ClientF,Other,2025-04-14
2025-03-06,ClientH,Facebook Ads,ClientH-FB-Prospecting,47135.0,2986,12399.91,19,6.33,4.15,652.63,3,ClientH,Other,2025-03-06
2025-06-07,ClientK,Facebook Ads,ClientK-FB-Prospecting,44915.0,1553,7322.21,70,3.46,4.71,104.6,6,ClientK,Other,2025-06-07
2025-07-28,ClientA,Facebook Ads,ClientA-FB-Prospecting,33102.0,1263,1721.13,13,3.82,1.36,132.39,7,ClientA,Other,2025-07-28
2025-10-12,ClientF,Facebook Ads,ClientF-IG-Stories,1746.0,95,233.28,3,5.44,2.46,77.76,10,ClientF,Other,2025-10-12
2025-01-15,ClientA,Google Ads,ClientA-YouTube-Awareness,5319.0,175,840.67,0,3.29,4.8,0.0,1,ClientA,Other,2025-01-15
2024-12-29,ClientC,Facebook Ads,ClientC-Messenger,34771.0,879,5702.66,43,4.04,4.05,82.89,12,ClientC,Other,2024-12-29
2025-08-31,ClientB,Facebook Ads,ClientB-FB-Prospecting,43407.0,647,1676.85,27,1.49,2.59,62.11,8,ClientB,Other,2025-08-31
2024-12-17,ClientE,Facebook Ads,ClientE-Messenger,21179.0,833,5388.06,18,6.29,4.04,187.09,12,ClientE,Other,2024-12-17
2025-04-30,ClientA,Google Ads,ClientA-Search-Nonbrand,3104.0,34,57.7,1,1.1,1.7,57.7,4,ClientA,Search,2025-04-30
2025-02-03,ClientF,Facebook Ads,ClientF-FB-Remarketing,8310.0,556,986.6,14,6.69,1.77,70.47,2,ClientF,Other,2025-02-03
2025-06-29,ClientB,Google Ads,ClientB-Search-Brand,29634.0,422,1601.97,12,1.42,3.8,133.5,6,ClientB,Search,2025-06-29
2025-04-19,ClientF,Facebook Ads,ClientF-FB-Video,40928.0,2457,4953.9,84,6.0,2.02,58.97,4,ClientF,Other,2025-04-19
2025-07-17,ClientL,Google Ads,ClientL-Display-Prospecting,25998.0,1978,8535.49,60,7.61,4.32,142.26,7,ClientL,Display,2025-07-17
2025-06-28,ClientA,Google Ads,ClientA-Search-Nonbrand,48411.0,3582,1903.71,11,7.4,0.53,173.06,6,ClientA,Search,2025-06-28
2025-02-14,ClientG,Facebook Ads,ClientG-FB-Remarketing,30294.0,415,1283.72,16,1.37,3.09,80.23,2,ClientG,Other,2025-02-14
2025-06-29,ClientD,Facebook Ads,ClientD-FB-Remarketing,29541.0,1673,2962.75,60,5.66,1.77,49.38,6,ClientD,Other,2025-06-29
2025-03-23,ClientC,Google Ads,ClientC-Shopping-Products,9357.0,172,364.84,6,1.84,2.12,60.81,3,ClientC,Other,2025-03-23
2025-02-27,ClientH,Google Ads,ClientH-Shopping-Products,41581.0,580,2100.57,3,1.39,3.62,700.19,2,ClientH,Other,2025-02-27
2025-08-24,ClientH,Facebook Ads,ClientH-FB-Prospecting,32368.0,513,711.24,2,1.58,1.39,355.62,8,ClientH,Other,2025-08-24
2025-05-14,ClientE,Facebook Ads,ClientE-FB-Remarketing,12612.0,331,581.08,12,2.62,1.76,48.42,5,ClientE,Other,2025-05-14
2025-01-24,ClientA,Google Ads,ClientA-Search-Nonbrand,22627.0,1293,1225.63,37,5.71,0.95,33.13,1,ClientA,Search,2025-01-24
2025-09-07,ClientJ,Facebook Ads,ClientJ-IG-Stories,49854.0,2146,3794.6,73,4.3,1.77,51.98,9,ClientJ,Other,2025-09-07
2024-12-23,ClientA,Facebook Ads,ClientA-Messenger,37731.0,1262,2137.31,3,5.35,1.06,445.27,12,ClientA,Other,2024-12-23
2025-02-01,ClientB,Google Ads,ClientB-Display-Prospecting,11414.0,502,1009.27,9,4.4,2.01,112.14,2,ClientB,Display,2025-02-01
2025-08-02,ClientG,Google Ads,ClientG-Shopping-Products,21057.0,1017,3343.19,31,4.83,3.29,107.84,8,ClientG,Other,2025-08-02
2025-08-08,ClientF,Facebook Ads,ClientF-FB-Video,40045.0,1551,6703.77,68,3.87,4.32,98.58,8,ClientF,Other,2025-08-08
2025-01-10,ClientB,Google Ads,ClientB-YouTube-Awareness,12169.0,135,538.74,6,1.11,3.99,89.79,1,ClientB,Other,2025-01-10
2025-03-04,ClientH,Google Ads,ClientH-Search-Nonbrand,16672.0,1320,2187.13,3,7.92,1.66,729.04,3,ClientH,Search,2025-03-04
2025-01-08,ClientF,Google Ads,ClientF-Shopping-Products,34211.0,727,2579.69,14,2.13,3.55,184.26,1,ClientF,Other,2025-01-08
2025-07-12,ClientG,Facebook Ads,ClientG-IG-Stories,16903.0,359,347.05,4,2.12,0.97,86.76,7,ClientG,Other,2025-07-12
2025-08-16,ClientI,Google Ads,ClientI-YouTube-Awareness,38808.0,434,750.99,20,1.12,1.73,37.55,8,ClientI,Other,2025-08-16
2025-05-13,ClientL,Facebook Ads,ClientL-Messenger,41150.0,1877,4715.64,10,4.56,2.51,471.56,5,ClientL,Other,2025-05-13
2025-09-02,ClientD,Facebook Ads,ClientD-Messenger,11008.0,623,391.22,11,5.66,0.63,35.57,9,ClientD,Other,2025-09-02
2025-02-24,ClientJ,Facebook Ads,ClientJ-IG-Stories,15551.0,495,1494.44,2,3.18,3.02,747.22,2,ClientJ,Other,2025-02-24
2025-05-24,ClientB,Google Ads,ClientB-Shopping-Products,49030.0,2689,10318.89,128,5.48,3.84,80.62,5,ClientB,Other,2025-05-24
2025-06-12,ClientE,Facebook Ads,ClientE-Messenger,3812.0,210,641.19,2,5.51,3.05,320.6,6,ClientE,Other,2025-06-12
2025-09-30,ClientL,Facebook Ads,ClientL-IG-Stories,43284.0,3010,12867.85,0,6.95,4.28,0.0,9,ClientL,Other,2025-09-30
2025-08-21,ClientJ,Facebook Ads,ClientJ-IG-Stories,40096.0,1468,3609.82,2,3.66,2.46,1804.91,8,ClientJ,Other,2025-08-21
2025-08-22,ClientI,Facebook Ads,ClientI-FB-Prospecting,20893.0,517,1071.76,2,2.47,2.07,535.88,8,ClientI,Other,2025-08-22
2025-02-09,ClientI,Facebook Ads,ClientI-Messenger,23106.0,1568,6856.16,56,6.79,4.37,122.43,2,ClientI,Other,2025-02-09
2024-12-05,ClientC,Google Ads,ClientC-Search-Brand,61787.0,996,3859.38,40,2.58,2.42,60.3,12,ClientC,Search,2024-12-05
2025-09-20,ClientL,Facebook Ads,ClientL-FB-Remarketing,36324.0,2266,10451.45,81,6.24,4.61,129.03,9,ClientL,Other,2025-09-20
2025-05-10,ClientB,Google Ads,ClientB-Search-Nonbrand,17972.0,591,1489.8,11,3.29,2.52,135.44,5,ClientB,Search,2025-05-10
2025-02-20,ClientC,Facebook Ads,ClientC-Messenger,12689.0,516,718.7,0,4.07,1.39,0.0,2,ClientC,Other,2025-02-20
2025-02-07,ClientG,Google Ads,ClientG-Shopping-Products,44025.0,560,2278.75,9,1.27,4.07,253.19,2,ClientG,Other,2025-02-07
2025-01-21,ClientK,Facebook Ads,ClientK-FB-Prospecting,25054.0,348,507.46,8,1.39,1.46,63.43,1,ClientK,Other,2025-01-21
2025-01-13,ClientD,Facebook Ads,ClientD-IG-Stories,44926.0,632,2469.65,27,1.41,3.91,91.47,1,ClientD,Other,2025-01-13
2025-07-23,ClientH,Facebook Ads,ClientH-FB-Remarketing,14299.0,964,2971.13,1,6.74,3.08,2971.13,7,ClientH,Other,2025-07-23
2025-03-11,ClientJ,Facebook Ads,ClientJ-FB-Video,21521.0,597,2307.89,5,2.77,3.87,461.58,3,ClientJ,Other,2025-03-11
2025-06-25,ClientI,Facebook Ads,ClientI-FB-Remarketing,527.0,27,52.61,0,5.12,1.95,0.0,6,ClientI,Other,2025-06-25
2025-01-08,ClientH,Google Ads,ClientH-Search-Brand,18352.0,1326,3370.76,21,7.23,2.54,160.51,1,ClientH,Search,2025-01-08
2025-10-09,ClientL,Facebook Ads,ClientL-FB-Remarketing,3777.0,264,972.35,13,6.99,3.68,74.8,10,ClientL,Other,2025-10-09
2025-08-22,ClientI,Facebook Ads,ClientI-FB-Remarketing,35315.0,666,880.8,7,1.89,1.32,125.83,8,ClientI,Other,2025-08-22
2025-08-17,ClientF,Google Ads,ClientF-Search-Brand,25416.0,1802,8966.61,17,7.09,4.98,527.45,8,ClientF,Search,2025-08-17
2025-10-29,ClientA,Facebook Ads,ClientA-FB-Remarketing,28041.0,505,831.12,10,1.8,1.65,83.11,10,ClientA,Other,2025-10-29
2025-11-27,ClientE,Facebook Ads,ClientE-FB-Remarketing,67677.0,2686,9670.06,30,6.35,2.25,201.46,11,ClientE,Other,2025-11-27
2025-08-13,ClientF,Google Ads,ClientF-Search-Brand,43152.0,2920,9259.6,39,6.77,3.17,237.43,8,ClientF,Search,2025-08-13
2025-09-06,ClientJ,Facebook Ads,ClientJ-Messenger,24989.0,447,1196.41,7,1.79,2.68,170.92,9,ClientJ,Other,2025-09-06
2025-03-21,ClientF,Facebook Ads,ClientF-IG-Stories,3929.0,98,84.27,2,2.49,0.86,42.14,3,ClientF,Other,2025-03-21
2025-11-25,ClientK,Facebook Ads,ClientK-FB-Remarketing,6762.0,222,1363.31,9,5.25,3.84,94.67,11,ClientK,Other,2025-11-25
2025-01-06,ClientE,Facebook Ads,ClientE-FB-Video,9272.0,362,835.61,8,3.9,2.31,104.45,1,ClientE,Other,2025-01-06
2025-07-05,ClientG,Google Ads,ClientG-Display-Prospecting,40886.0,3257,14553.69,92,7.97,4.47,158.19,7,ClientG,Display,2025-07-05
2025-04-05,ClientK,Google Ads,ClientK-Search-Brand,31330.0,694,2839.06,32,2.22,4.09,88.72,4,ClientK,Search,2025-04-05
2024-12-05,ClientD,Facebook Ads,ClientD-IG-Stories,45786.0,1392,11064.94,2,4.86,4.97,3457.8,12,ClientD,Other,2024-12-05
2025-03-08,ClientL,Facebook Ads,ClientL-FB-Video,19900.0,867,1481.72,8,4.36,1.71,185.22,3,ClientL,Other,2025-03-08
2025-05-22,ClientE,Google Ads,ClientE-Search-Nonbrand,35999.0,1445,5295.71,6,4.01,3.66,882.62,5,ClientE,Search,2025-05-22
2025-03-14,ClientB,Facebook Ads,ClientB-FB-Remarketing,42886.0,490,1841.04,20,1.14,3.76,92.05,3,ClientB,Other,2025-03-14
2025-03-08,ClientF,Facebook Ads,ClientF-IG-Stories,3291.0,152,309.22,4,4.62,2.03,77.31,3,ClientF,Other,2025-03-08
2025-08-14,ClientE,Facebook Ads,ClientE-Messenger,39069.0,1677,4079.51,15,4.29,2.43,271.97,8,ClientE,Other,2025-08-14
2025-07-31,ClientK,Google Ads,ClientK-YouTube-Awareness,18621.0,1101,3220.6,47,5.91,2.93,68.52,7,ClientK,Other,2025-07-31
2025-08-29,ClientK,Google Ads,ClientK-Search-Nonbrand,24804.0,806,1442.98,31,3.25,1.79,46.55,8,ClientK,Search,2025-08-29
2024-12-29,ClientE,Facebook Ads,ClientE-FB-Prospecting,73342.0,3517,22266.5,32,7.67,3.96,434.89,12,ClientE,Other,2024-12-29
2025-04-13,ClientL,Facebook Ads,ClientL-FB-Remarketing,35009.0,1694,8349.48,13,4.84,4.93,642.27,4,ClientL,Other,2025-04-13
2024-12-09,ClientC,Google Ads,ClientC-Shopping-Products,5106.0,240,1626.82,9,7.52,4.24,112.97,12,ClientC,Other,2024-12-09
2025-09-25,ClientK,Facebook Ads,ClientK-FB-Prospecting,24166.0,1778,5028.38,36,7.36,2.83,139.68,9,ClientK,Other,2025-09-25
2024-12-13,ClientE,Google Ads,ClientE-Display-Prospecting,6160.0,228,1398.37,2,5.92,3.83,436.99,12,ClientE,Display,2024-12-13
2025-04-05,ClientJ,Facebook Ads,ClientJ-Messenger,19989.0,1374,4718.67,63,6.87,3.43,74.9,4,ClientJ,Other,2025-04-05
2025-01-29,ClientB,Facebook Ads,ClientB-IG-Stories,2090.0,86,70.55,1,4.11,0.82,70.55,1,ClientB,Other,2025-01-29
2025-03-16,ClientH,Facebook Ads,ClientH-FB-Remarketing,12464.0,758,1387.5,1,6.08,1.83,1387.5,3,ClientH,Other,2025-03-16
2024-12-18,ClientA,Google Ads,ClientA-YouTube-Awareness,1843.0,67,80.96,0,5.82,0.76,0.0,12,ClientA,Other,2024-12-18
2025-05-04,ClientB,Google Ads,ClientB-Display-Prospecting,18857.0,1230,5371.82,49,6.52,4.37,109.63,5,ClientB,Display,2025-05-04
2025-08-23,ClientI,Facebook Ads,ClientI-FB-Prospecting,34408.0,1647,6744.96,35,4.79,4.1,192.71,8,ClientI,Other,2025-08-23
2025-05-08,ClientC,Google Ads,ClientC-Search-Brand,16210.0,1202,4677.94,48,7.42,3.89,97.46,5,ClientC,Search,2025-05-08
2025-08-14,ClientH,Google Ads,ClientH-YouTube-Awareness,11566.0,503,2447.29,22,4.35,4.87,111.24,8,ClientH,Other,2025-08-14
2025-03-09,ClientB,Facebook Ads,ClientB-IG-Stories,23145.0,1755,6164.04,86,7.58,3.51,71.67,3,ClientB,Other,2025-03-09
2025-07-08,ClientH,Facebook Ads,ClientH-IG-Stories,44796.0,855,1914.08,1,1.91,2.24,1914.08,7,ClientH,Other,2025-07-08
2025-01-25,ClientH,Facebook Ads,ClientH-FB-Prospecting,48541.0,2700,3509.65,130,5.56,1.3,27.0,1,ClientH,Other,2025-01-25
2025-08-01,ClientB,Google Ads,ClientB-Search-Brand,41403.0,3035,14972.24,112,7.33,4.93,133.68,8,ClientB,Search,2025-08-01
2025-04-04,ClientI,Facebook Ads,ClientI-Messenger,8909.0,457,458.01,9,5.13,1.0,50.89,4,ClientI,Other,2025-04-04
2025-09-06,ClientB,Facebook Ads,ClientB-IG-Stories,9522.0,492,1272.52,11,5.17,2.59,115.68,9,ClientB,Other,2025-09-06
2025-10-18,ClientA,Google Ads,ClientA-Search-Nonbrand,41066.0,1866,1012.45,7,4.54,0.54,144.64,10,ClientA,Search,2025-10-18
2024-12-22,ClientI,Google Ads,ClientI-Shopping-Products,2069.0,43,273.52,2,3.33,3.98,85.48,12,ClientI,Other,2024-12-22
2025-04-07,ClientI,Google Ads,ClientI-Search-Nonbrand,10076.0,225,858.17,3,2.23,3.81,286.06,4,ClientI,Search,2025-04-07
2025-11-15,ClientE,Facebook Ads,ClientE-FB-Prospecting,73344.0,1136,4893.94,55,2.48,2.69,55.61,11,ClientE,Other,2025-11-15
2025-06-11,ClientI,Google Ads,ClientI-Shopping-Products,41340.0,3252,7393.69,16,7.87,2.27,462.11,6,ClientI,Other,2025-06-11
2025-09-04,ClientE,Google Ads,ClientE-Search-Brand,6034.0,368,495.79,6,6.1,1.35,82.63,9,ClientE,Search,2025-09-04
